record_number,platform,source_dataset,source_product_id,product_url,title,brand,seller,observed_price,currency,source_category,product_type,weight_grams,dimensions,image_url,source_timestamp,estimate_status,manufacturing_category,product_archetype,match_basis,confidence,quantity_assumption,factory_cost_low_usd,factory_cost_base_usd,factory_cost_high_usd,packaging_base_usd,freight_base_usd,duty_assumption_percent,landed_cost_low_usd,landed_cost_base_usd,landed_cost_high_usd,marketplace_fee_rate_percent,fulfillment_assumption_usd,returns_allowance_rate_percent,total_selling_cost_base_usd,gross_profit_base_usd,gross_margin_base_percent,estimate_notes,description_excerpt,source_dataset_url,estimate_version
2424,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:anon-tempest-goggle-2016,,Tempest,Anon,Anon,139.95,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10776101023_1_720x314_72_RGB.jpeg?v=1445628418,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,35.81,104.14,74.4,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women’s Specific Design Wall-to-Wall Vision Spherical Lens Technology Flush Mount Outrigger Triple Layer Face Foam ICT (Integral Clarity Technology) Full Perimeter Channel Venting Lightweight Thermoplastic Polyurethane (TPU) Frame,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2425,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:anon-frozen-goggle-2016,,Greta,Anon,Anon,59.95,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10769101940_1_720x300_72_RGB.jpeg?v=1445628416,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,29.49,30.46,50.8,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . No-Slip Silicone Strap Cylindrical Lens Technology Dual Layer Face Foam ICT (Integral Clarity Technology) Full Perimeter Channel Venting Lightweight Thermoplastic Polyurethane (TPU) Frame,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2426,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:anon-tracker-goggle-2016,,Tracker,Anon,Anon,49.95,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10768102177_1_720x302_72_RGB.jpeg?v=1445628414,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,28.7,21.25,42.5,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . No-Slip Silicone Strap Cylindrical Lens Technology Dual Layer Face Foam ICT (Integral Clarity Technology) Full Perimeter Channel Venting Lightweight Thermoplastic Polyurethane (TPU) Frame,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2427,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:anon-hawkeye-goggle-2016,,Hawkeye,Anon,Anon,129.95,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10765102262_1_720x322_72_RGB.jpeg?v=1445628412,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,35.02,94.93,73.0,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Spare Amber Lens on Select Colorways Micro-Fiber Goggle Bag Spherical Lens Technology Pivoting Flush Mount Outrigger Triple Layer Face Foam ICT (Integral Clarity Technology) Full Perimeter Channel Venting Lightweight Thermoplastic Polyurethane (TPU) Frame,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2428,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:majestic-goggle-2016-womens,,Majestic,Anon,Anon,74.95,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10763100102_1_720x308_72_RGB.jpeg?v=1445628411,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,30.68,44.27,59.1,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women’s Specific Design Cylindrical Lens Technology Pivoting Hinge Dual Layer Face Foam ICT (Integral Clarity Technology) Full Perimeter Channel Venting Lightweight Thermoplastic Polyurethane (TPU) Frame,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2429,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:anon-tracker-goggle-2015,,Tracker,Anon,Anon,34.96,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10768101463_1.png?v=1445628409,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,31.46,1.2,1.2,7,8.56,20.76,39.55,2.9,4,5.0,27.52,7.44,21.3,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Cylindrical polycarbonate lens Dual layer face foam Kids fit Helmet compatible,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2430,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:anon-comrade-goggle-2015,,Greta,Anon,Anon,104.96,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10767101038_1.png?v=1445628408,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,33.05,71.91,68.5,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Spherical UV blocking polycarbonate lens Full Perimeter Channel venting Large frame for medium/large faces Hinged pivoting strap anchor for helmet compatibility,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2431,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:scott-classic-goggle-2015,,Classic,Scott,Scott,40.0,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/3150dqDf7mL._SS460.jpeg?v=1445628407,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,36.0,1.2,1.2,7,8.56,20.76,44.41,2.9,4,5.0,27.92,12.08,30.2,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Single-layer face foam Optimized helmet compatibility SCOTT TruView double lens No Fog Anti-Fog lens treatment,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2432,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:scott-fact-goggle-2015,,Fact,Scott,Scott,60.0,USD,Goggles,Goggles,907.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-08-13_at_3.31.17_PM.png?v=1445628404,,Estimated,Snow Sports,Ski or snowboard goggles,Platform product type: Goggles,Low,500,7.0,17.0,40.0,1.2,1.2,7,8.56,20.76,48.69,2.9,4,5.0,29.5,30.5,50.8,"Lens coatings, dual lens, anti-fog, fit, testing, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Medium to large SCOTT TruView Double Lens No FogTM Anti-Fog Lens Treatment ACS Air Control System for active lens venting Single-Layer Face Foam Optimized helmet compatibility,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2433,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-l-a-m-b-ritual-boot-2016-womens,,Ritual,Burton,Burton,279.95,USD,Snowboard Boots,Snowboard Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10624102613_1_589x720_72_RGB.jpeg?v=1445628135,,Estimated,Footwear,Snowboard boot,Platform product type: Snowboard Boots,Low,500,32.58,60.51,111.72,3,13.2,12,45.57,85.92,161.41,2.9,15,5.0,123.04,156.91,56.1,"Molds, fit systems, liners, lacing, testing, and low volume dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design LACING: Speed Zone™ Lacing System Featuring NEW Components For 2016 and Powered by NEW Burton Exclusive New England Ropes with a Lifetime Warranty LINER: Imprint™ 3 Liner with DRYRIDE Heat Cycle™ Lining, NEW X-Up Cuff, Plush Cuff 1.0, and Rad Pad CUSHIONING: DynoLITE EST® Outsole with B3 Gel and Sleeping Bag Reflective Foil FLEX AND RESPONSE: Soft-Flexi",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2434,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-mint-boot-2016,,Mint,Burton,Burton,179.95,USD,Snowboard Boots,Snowboard Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10627102255_1_588x720_72_RGB.jpeg?v=1445628134,,Estimated,Footwear,Snowboard boot,Platform product type: Snowboard Boots,Low,500,32.58,60.51,111.72,3,13.2,12,45.57,85.92,161.41,2.9,15,5.0,115.14,64.81,36.0,"Molds, fit systems, liners, lacing, testing, and low volume dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design LACING: Speed Zone™ Lacing System Powered by NEW Burton Exclusive New England Ropes with a Lifetime WarrantyLINER: Imprint™ 1 Liner with Integrated Lacing CUSHIONING: DynoLITE Outsole with Sleeping Bag Reflective Foil FLEX AND RESPONSE: 1:1 Soft Flex Tongue COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed T",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2435,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-coco-boots-2016-womens,,Coco,Burton,Burton,149.95,USD,Snowboard Boots,Snowboard Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10644102106_1_582x720_72_RGB.jpeg?v=1445628131,,Estimated,Footwear,Snowboard boot,Platform product type: Snowboard Boots,Low,500,32.58,60.51,111.72,3,13.2,12,45.57,85.92,161.41,2.9,15,5.0,112.77,37.18,24.8,"Molds, fit systems, liners, lacing, testing, and low volume dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design LACING: Traditional LINER: Imprint™ 1 Liner with Integrated Lacing CUSHIONING: DynoLITE Outsole FLEX AND RESPONSE: 1:1 Soft Flex Tongue COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2436,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-mint-womens-boot-2015,,Mint,Burton,Burton,127.46,USD,Snowboard Boots,Snowboard Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10627101505_1_1705x2100_300_RGB.jpeg?v=1445628127,,Estimated,Footwear,Snowboard boot,Platform product type: Snowboard Boots,Low,500,32.58,60.51,111.72,3,13.2,12,45.57,85.92,161.41,2.9,15,5.0,110.99,16.47,12.9,"Molds, fit systems, liners, lacing, testing, and low volume dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design LACING: Speed Zone™ Lacing System for True Zonal Lacing Control LINER: Imprint™ 1 Liner with Integrated Lacing CUSHIONING: DynoLITE Outsole with NEW Sleeping Bag Reflective Foil FLEX AND RESPONSE: NEW 1:1 Soft Flex Tongue COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed The World's Bestselling Women's Boot ",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2437,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-coco-womens-snowboard-boot-2015,,Coco,Burton,Burton,112.46,USD,Snowboard Boots,Snowboard Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10644101026_1_1706x2100_300_RGB.jpeg?v=1445628121,,Estimated,Footwear,Snowboard boot,Platform product type: Snowboard Boots,Low,500,32.58,60.51,101.21,3,13.2,12,45.57,85.92,149.65,2.9,15,5.0,109.8,2.66,2.4,"Molds, fit systems, liners, lacing, testing, and low volume dominate. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design LACING: Traditional LINER: Imprint™ 1 Liner with Integrated Lacing CUSHIONING: DynoLITE Outsole FLEX AND RESPONSE: NEW 1:1 Soft Flex Tongue COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2438,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:k2-women-s-izzy-snowboard-boot-2015,,Izzy,K2,K2,104.96,USD,Snowboard Boots,Snowboard Boots,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/k2snow_1415_bts_izzy_black_swatch-black.jpeg?v=1445628118,,Estimated,Footwear,Snowboard boot,Platform product type: Snowboard Boots,Low,500,32.58,60.51,94.46,3,13.2,12,45.57,85.92,142.09,2.9,15,5.0,109.21,-4.25,-4.1,"Molds, fit systems, liners, lacing, testing, and low volume dominate. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Lacing System: Lace Up Liner Lacing: Fast-In™ Liner: Comfort Foam Outsole: Low-Pro Outsole Footbed: EVA Insole Liner fit: Custom Moldable External J Bars Details: 3D Formed Tongue,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2439,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:rossignol-myth-binding-2016-womens,,Myth,Rossignol,Rossignol,129.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/rossignol_RGE0020_MYTH-SM.jpeg?v=1445627854,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,84.54,45.41,34.9,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Baseplate NYLON/GLASS Hi-back MAINFRAME Straps DRAFT Extra PUFFY PAD 2-PART,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2440,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-shop-local-sidekick-binding-2016-womens,,Sidekick,Burton,Burton,249.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/13459101483_1_655x720_72_RGB.jpeg?v=1445627852,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,94.02,155.93,62.4,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™ HI-BACK: Dual-Component Canted Living Hinge™ Winged Hi-Back with DialFLAD™ STRAPS: Tweakstrap with NEW Flex Slider and Gettagrip Capstrap™ BUCKLES: Dual-Component Smooth Glide™ Buckles CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Under-Baseplate Dampening Pad and B3 Gel ,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2441,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-lexa-est-binding-2016-womens,,Lexa EST,Burton,Burton,259.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10557102193_1_656x720_72_RGB.jpeg?v=1445627850,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,94.81,165.14,63.5,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: 30% Short-Glass/Nylon Composite EST® HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with Heel Hammock and DialFLAD™ STRAPS: NEW Asym Hammockstrap™ with Flex Slider and Super Grip Capstrap™ BUCKLES: Double Take Buckles Featuring Insta-Click CUSHIONING: AutoCANT SensoryBED™ Cushioning System with B3 Gel Features Re-Ground Mate,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2442,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:rossignol-tesla-binding-2016-womens,,Tesla,Rossignol,Rossignol,149.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/rossignol_RGE0019_TESLA-SM.jpeg?v=1445627848,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,86.12,63.83,42.6,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Baseplate- NYLON/GLASS Hi-Back- MAINFRAME ELASTI-BACK Straps- POUNDER Extra- TRIAD PAD,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2443,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-citizen-binding-2016-womens,,Citizen,Burton,Burton,139.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10540102509_1_666x720_72_RGB.jpeg?v=1445627845,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,85.33,54.62,39.0,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Lightweight, Bomb-Proof Polycarbonate Re:Flex™ HI-BACK: Soft Flexing, Ultra-Lightweight Single-Component Hi-Back with MicroFLAD™ STRAPS: Lushstrap with NEW Flex Slider and Adaptastrap BUCKLES: Smooth Glide™ Buckles CUSHIONING: Re:Flex FullBED Cushioning System Compatible with All Major Mounting Systems",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2444,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-lexa-binding-2016-womens,,Lexa,Burton,Burton,259.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10545102193_1_679x720_72_RGB.jpeg?v=1445627842,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,94.81,165.14,63.5,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™ HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with Heel Hammock and DialFLAD™ STRAPS: NEW Asym Hammockstrap™ with Flex Slider and NEW Super Grip Capstrap™ BUCKLES: Double Take Buckles Featuring Insta-Click CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with U,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2445,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-stiletto-binding-2016-womens,,Stiletto,Burton,Burton,179.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10562101030_1_677x720_72_RGB.jpeg?v=1445627840,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,88.49,91.46,50.8,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.","This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Lightweight, Bomb-Proof Polycarbonate Re:Flex™ HI-BACK: Single-Component Canted Hi-Back with MicroFLAD™ STRAPS: Lushstrap™ with NEW Flex Slider* and Primo Capstrap™ BUCKLES: Smooth Glide™ Buckles CUSHIONING: Re:Flex™ FullBED Cushioning System Compatible with All Major Mounting Systems",https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2446,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-scribe-binding-2016-womens,,Scribe,Burton,Burton,229.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10552102617_1_687x720_72_RGB.jpeg?v=1445627838,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,92.44,137.51,59.8,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™ HI-BACK: NEW Nylon Single-Component Canted Living Hinge™ Hi-Back with DialFLAD™ STRAPS: NEW Reactstrap™ with NEW Flex Slider and Gettagrip Capstrap™ BUCKLES: Smooth Glide™ Buckles CUSHIONING: Re:Flex FullBED Cushioning System with Under-Baseplate Dampening Pad Features Re-Ground Materi,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2447,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-support-local-scribe-binding-2016-womens,,Scribe,Burton,Burton,229.95,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10552102189_1_692x720_72_RGB.jpeg?v=1445627835,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,92.44,137.51,59.8,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™ HI-BACK: NEW Nylon Single-Component Canted Living Hinge™ Hi-Back with DialFLAD™ STRAPS: NEW Reactstrap™ with NEW Flex Slider and Gettagrip Capstrap™ BUCKLES: Smooth Glide™ Buckles CUSHIONING: Re:Flex FullBED Cushioning System with Under-Baseplate Dampening Pad Features Re-Ground Materi,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
2448,Shopify,Shopify Partners sample: snowdevil.csv,snowdevil.csv:burton-scribe-est-womens-binding-2015,,Scribe EST,Burton,Burton,172.46,USD,Snowboard Bindings,Snowboard Bindings,6350.0,,https://cdn.shopify.com/s/files/1/0938/8938/products/10560101312_1_694x720_72_RGB.jpeg?v=1445627834,,Estimated,Snow Sports,Snowboard binding,Platform product type: Snowboard Bindings,Low,500,20.48,41.89,79.13,2.5,11.0,7,27.69,59.27,113.56,2.9,15,5.0,87.9,84.56,49.0,"Materials, molds, buckles, testing, and low volume drive cost. Tariff and freight assumptions are illustrative and require current validation.",This is a demonstration store. You can purchase products like this from The Ski Chalet & Treasure Cove Scuba . Women's-Specific True Fit™ Design BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite EST® HI-BACK: Single-Component Canted Living Hinge™ Gumbo Hi-Back with DialFLAD™ STRAPS: Superstrap™ and NEW Gettagrip Capstrap™ BUCKLES: Smooth Glide™ Buckles CUSHIONING: Removable SensoryBED™ Cushioning System Features Re-Ground Materials to Reduce Waste Rides Exclusively with Burton Boards F,https://github.com/shopifypartners/shopify-product-csvs-and-images/blob/master/csv-files/snowdevil.csv,2026-08-05-v2
